table_id,Incident_ID,Date_Reported,Reported_By,Department,Regulatory_Domain,Incident_Type,Severity_Level+H1:R5,Description,Root_Cause,Immediate_Action_Taken,Corrective_Action_Required,Responsible_Owner,Due_Date,Resolution_Status,Resolution_Date,Audit_Reference,External_Reporting_Required,External_Report_Date,Financial_Impact,Patient_Impact,Patient_Notification_Status,Recurring_Incident_Flag,Review_Committee_Notes,Follow_Up_Audit_Scheduled,Last_Updated
Incidents_2025_H1,RCIT-2025-0239,4/1/2025,Compliance Officer,ED,OSHA,Safety lapse,Moderate,Incident related to Joint Commission in ICU,Training gap,Policy updated,Policy updated,Risk Manager,6/4/2025,Closed,6/30/2025,POL-145,Yes,,0,Yes,Completed,No,Reviewed in committee meeting.,12/1/2025,2025-08-18T21:30:25.428482
Incidents_2025_H1,RCIT-2025-0240,5/24/2025,Compliance Officer,Finance,EMTALA,Safety lapse,Moderate,Incident related to OSHA in ED,Training gap,Policy updated,Immediate mitigation,Risk Manager,8/8/2025,In-Progress,,POL-692,Yes,,0,No,Completed,Yes,,2/4/2026,2025-08-18T21:30:25.428503
Incidents_2025_H1,RCIT-2025-0241,6/19/2025,Compliance Officer,Finance,Title VI,Data breach,Moderate,Incident related to CMS in ED,System failure,Immediate mitigation,Policy updated,Compliance Officer,8/9/2025,Closed,8/29/2025,POL-140,Yes,8/14/2025,60115.3,Yes,Not Needed,Yes,,2/5/2026,2025-08-18T21:30:25.428527
Incidents_2025_H1,RCIT-2025-0242,5/12/2025,Nurse,ED,Title VI,EMTALA violation,Moderate,Incident related to EMTALA in ICU,Documentation error,Technical fix,Immediate mitigation,Compliance Officer,5/28/2025,Closed,6/14/2025,POL-772,Yes,,0,Yes,Completed,Yes,Reviewed in committee meeting.,11/24/2025,2025-08-18T21:30:25.428553
Incidents_2025_H1,RCIT-2025-0243,2/6/2025,Admin Staff,Radiology,HIPAA,Privacy issue,High,Incident related to HIPAA in Med-Surg,Training gap,Immediate mitigation,Technical fix,Dept Head,2/20/2025,Open,,POL-616,Yes,,0,Yes,Completed,Yes,,8/19/2025,2025-08-18T21:30:25.428575
Incidents_2025_H1,RCIT-2025-0244,2/7/2025,Admin Staff,ICU,Joint Commission,Billing error,Low,Incident related to OSHA in Med-Surg,Documentation error,Immediate mitigation,Policy updated,Compliance Officer,4/5/2025,Closed,4/29/2025,POL-740,No,4/10/2025,0,Yes,Not Needed,Yes,,10/2/2025,2025-08-18T21:30:25.428598
Incidents_2025_H1,RCIT-2025-0245,4/8/2025,Nurse,Med-Surg,Title VI,EMTALA violation,Moderate,Incident related to Title VI in Finance,Documentation error,Staff retraining,Technical fix,Risk Manager,6/12/2025,Open,,POL-618,No,,73982.92,Yes,Completed,Yes,,12/9/2025,2025-08-18T21:30:25.428619
Incidents_2025_H1,RCIT-2025-0246,2/14/2025,Doctor,Administration,EMTALA,Data breach,Moderate,Incident related to CMS in Radiology,System failure,Technical fix,Technical fix,Dept Head,3/21/2025,Closed,3/23/2025,POL-748,Yes,,0,No,Completed,No,Reviewed in committee meeting.,9/17/2025,2025-08-18T21:30:25.428643
Incidents_2025_H1,RCIT-2025-0247,4/17/2025,Compliance Officer,ED,CMS,Data breach,Low,Incident related to Joint Commission in ED,Staff non-adherence,Immediate mitigation,Staff retraining,Risk Manager,5/16/2025,Escalated,6/11/2025,POL-524,Yes,,0,No,Completed,Yes,,11/12/2025,2025-08-18T21:30:25.428665
Incidents_2025_H1,RCIT-2025-0248,6/10/2025,Compliance Officer,Med-Surg,CMS,Data breach,Low,Incident related to OSHA in Med-Surg,Staff non-adherence,Technical fix,Technical fix,Legal Counsel,8/13/2025,Closed,9/11/2025,POL-442,Yes,8/18/2025,0,Yes,Completed,Yes,Reviewed in committee meeting.,2/9/2026,2025-08-18T21:30:25.428692
Incidents_2025_H1,RCIT-2025-0249,1/24/2025,Admin Staff,ED,Title VI,EMTALA violation,Low,Incident related to Joint Commission in ED,System failure,Technical fix,Policy updated,Risk Manager,4/17/2025,Closed,5/17/2025,POL-847,No,,0,No,Pending,No,Reviewed in committee meeting.,10/14/2025,2025-08-18T21:30:25.428712
Incidents_2025_H1,RCIT-2025-0250,6/9/2025,Nurse,ED,Joint Commission,Privacy issue,Moderate,Incident related to CMS in Administration,Staff non-adherence,Technical fix,Policy updated,Legal Counsel,7/13/2025,Closed,7/27/2025,POL-880,No,7/18/2025,0,No,Not Needed,Yes,Reviewed in committee meeting.,1/9/2026,2025-08-18T21:30:25.428736
Incidents_2025_H1,RCIT-2025-0251,2/18/2025,Admin Staff,Finance,Title VI,EMTALA violation,Critical,Incident related to CMS in Radiology,Staff non-adherence,Immediate mitigation,Policy updated,Dept Head,3/1/2025,Closed,3/3/2025,POL-546,No,,0,Yes,Completed,Yes,,8/28/2025,2025-08-18T21:30:25.428757
Incidents_2025_H1,RCIT-2025-0252,6/7/2025,Doctor,Radiology,EMTALA,EMTALA violation,Low,Incident related to OSHA in ED,System failure,Technical fix,Immediate mitigation,Risk Manager,7/11/2025,Closed,7/14/2025,POL-333,Yes,,0,Yes,Completed,Yes,,1/7/2026,2025-08-18T21:30:25.428795
Incidents_2025_H1,RCIT-2025-0253,4/1/2025,Nurse,Finance,OSHA,Privacy issue,Moderate,Incident related to CMS in Administration,Documentation error,Policy updated,Immediate mitigation,Risk Manager,5/12/2025,Closed,6/10/2025,POL-732,No,,24021.63,Yes,Not Needed,Yes,Reviewed in committee meeting.,11/8/2025,2025-08-18T21:30:25.428832
Incidents_2025_H1,RCIT-2025-0254,1/2/2025,Nurse,ICU,HIPAA,EMTALA violation,High,Incident related to HIPAA in Radiology,Training gap,Immediate mitigation,Policy updated,Dept Head,2/2/2025,Closed,2/4/2025,POL-887,No,2/7/2025,0,Yes,Completed,No,Reviewed in committee meeting.,8/1/2025,2025-08-18T21:30:25.428855
Incidents_2025_H1,RCIT-2025-0255,1/10/2025,Nurse,Administration,CMS,Billing error,Moderate,Incident related to CMS in Finance,System failure,Immediate mitigation,Technical fix,Compliance Officer,1/24/2025,Escalated,2/7/2025,POL-793,Yes,1/29/2025,16055.74,No,Pending,Yes,Reviewed in committee meeting.,7/23/2025,2025-08-18T21:30:25.428881
Incidents_2025_H1,RCIT-2025-0256,6/6/2025,Doctor,ED,HIPAA,Data breach,High,Incident related to CMS in Administration,Documentation error,Policy updated,Policy updated,Dept Head,8/19/2025,Open,,POL-222,Yes,,0,No,Completed,No,,2/15/2026,2025-08-18T21:30:25.428904
Incidents_2025_H1,RCIT-2025-0257,3/12/2025,Compliance Officer,Radiology,EMTALA,Safety lapse,Moderate,Incident related to CMS in ED,System failure,Immediate mitigation,Technical fix,Dept Head,6/8/2025,Closed,6/20/2025,POL-268,No,,78418.84,Yes,Pending,No,Reviewed in committee meeting.,12/5/2025,2025-08-18T21:30:25.428927
Incidents_2025_H1,RCIT-2025-0258,5/29/2025,Admin Staff,ED,EMTALA,EMTALA violation,High,Incident related to HIPAA in ICU,Training gap,Technical fix,Policy updated,Compliance Officer,7/22/2025,Closed,7/30/2025,POL-677,Yes,7/27/2025,0,Yes,Pending,No,,1/18/2026,2025-08-18T21:30:25.428953
Incidents_2025_H1,RCIT-2025-0259,4/19/2025,Admin Staff,ED,CMS,Data breach,High,Incident related to CMS in Radiology,Documentation error,Immediate mitigation,Staff retraining,Dept Head,6/15/2025,Escalated,6/30/2025,POL-863,Yes,6/20/2025,8696.1,Yes,Completed,No,Reviewed in committee meeting.,12/12/2025,2025-08-18T21:30:25.428977
Incidents_2025_H1,RCIT-2025-0260,6/15/2025,Admin Staff,Administration,Title VI,Billing error,Moderate,Incident related to EMTALA in Finance,Training gap,Staff retraining,Technical fix,Legal Counsel,7/3/2025,Closed,7/26/2025,POL-190,No,,0,No,Not Needed,No,,12/30/2025,2025-08-18T21:30:25.428999
Incidents_2025_H1,RCIT-2025-0261,4/10/2025,Compliance Officer,Med-Surg,Title VI,Data breach,Moderate,Incident related to EMTALA in Med-Surg,Staff non-adherence,Immediate mitigation,Immediate mitigation,Risk Manager,4/24/2025,Escalated,5/12/2025,POL-163,Yes,4/29/2025,63263.16,No,Not Needed,No,,10/21/2025,2025-08-18T21:30:25.429022
Incidents_2025_H1,RCIT-2025-0262,2/14/2025,Nurse,Med-Surg,EMTALA,Safety lapse,High,Incident related to Joint Commission in Radiology,Documentation error,Technical fix,Immediate mitigation,Dept Head,3/22/2025,Escalated,4/17/2025,POL-465,Yes,,0,Yes,Not Needed,No,,9/18/2025,2025-08-18T21:30:25.429044
Incidents_2025_H1,RCIT-2025-0263,6/9/2025,Doctor,ED,CMS,Data breach,Low,Incident related to Joint Commission in ED,Staff non-adherence,Immediate mitigation,Technical fix,Dept Head,7/30/2025,Escalated,8/25/2025,POL-985,Yes,,0,Yes,Completed,No,Reviewed in committee meeting.,1/26/2026,2025-08-18T21:30:25.429066
Incidents_2025_H1,RCIT-2025-0264,6/11/2025,Nurse,Radiology,CMS,Billing error,Low,Incident related to EMTALA in Radiology,System failure,Policy updated,Policy updated,Dept Head,9/4/2025,Closed,10/3/2025,POL-187,No,9/9/2025,0,No,Not Needed,No,,3/3/2026,2025-08-18T21:30:25.429093
Incidents_2025_H1,RCIT-2025-0265,6/19/2025,Compliance Officer,Administration,Title VI,Privacy issue,Low,Incident related to CMS in Finance,Documentation error,Policy updated,Staff retraining,Compliance Officer,8/10/2025,Closed,9/6/2025,POL-829,No,,0,No,Pending,No,Reviewed in committee meeting.,2/6/2026,2025-08-18T21:30:25.429114
Incidents_2025_H1,RCIT-2025-0266,3/17/2025,Nurse,ED,HIPAA,Privacy issue,Critical,Incident related to Joint Commission in ED,System failure,Technical fix,Technical fix,Compliance Officer,4/5/2025,In-Progress,,POL-990,No,,0,Yes,Pending,Yes,,10/2/2025,2025-08-18T21:30:25.429139
Incidents_2025_H1,RCIT-2025-0267,2/2/2025,Nurse,Radiology,CMS,Safety lapse,Critical,Incident related to OSHA in ED,Training gap,Technical fix,Staff retraining,Legal Counsel,3/6/2025,Closed,3/14/2025,POL-118,Yes,,14379.4,Yes,Not Needed,Yes,Reviewed in committee meeting.,9/2/2025,2025-08-18T21:30:25.429164
Incidents_2025_H1,RCIT-2025-0268,2/11/2025,Nurse,Finance,OSHA,Billing error,Moderate,Incident related to HIPAA in Radiology,Staff non-adherence,Immediate mitigation,Staff retraining,Risk Manager,4/19/2025,Closed,5/18/2025,POL-223,No,,0,No,Pending,No,Reviewed in committee meeting.,10/16/2025,2025-08-18T21:30:25.429194
Incidents_2025_H1,RCIT-2025-0269,2/24/2025,Admin Staff,Med-Surg,Title VI,Privacy issue,Low,Incident related to EMTALA in Finance,System failure,Technical fix,Policy updated,Risk Manager,4/1/2025,In-Progress,,POL-749,No,,16746.34,No,Not Needed,No,Reviewed in committee meeting.,9/28/2025,2025-08-18T21:30:25.429219
Incidents_2025_H1,RCIT-2025-0270,6/19/2025,Doctor,Med-Surg,HIPAA,Safety lapse,Moderate,Incident related to OSHA in Med-Surg,Documentation error,Technical fix,Policy updated,Risk Manager,9/14/2025,Closed,9/14/2025,POL-528,No,,0,No,Not Needed,No,,3/13/2026,2025-08-18T21:30:25.429242
Incidents_2025_H1,RCIT-2025-0271,1/10/2025,Doctor,Administration,Title VI,Privacy issue,Critical,Incident related to OSHA in Finance,Staff non-adherence,Technical fix,Staff retraining,Risk Manager,4/7/2025,Open,,POL-624,No,4/12/2025,65079.06,No,Completed,Yes,Reviewed in committee meeting.,10/4/2025,2025-08-18T21:30:25.429265
Incidents_2025_H1,RCIT-2025-0272,4/10/2025,Nurse,Administration,EMTALA,Billing error,Moderate,Incident related to OSHA in Med-Surg,System failure,Immediate mitigation,Staff retraining,Compliance Officer,6/9/2025,In-Progress,,POL-696,No,,0,No,Completed,Yes,Reviewed in committee meeting.,12/6/2025,2025-08-18T21:30:25.429285
Incidents_2025_H1,RCIT-2025-0273,6/19/2025,Nurse,Med-Surg,EMTALA,Privacy issue,Low,Incident related to Joint Commission in Administration,Training gap,Policy updated,Immediate mitigation,Legal Counsel,7/9/2025,Closed,7/29/2025,POL-799,No,7/14/2025,34113.84,Yes,Pending,Yes,Reviewed in committee meeting.,1/5/2026,2025-08-18T21:30:25.429311
Incidents_2025_H1,RCIT-2025-0274,6/13/2025,Compliance Officer,ICU,CMS,Safety lapse,Low,Incident related to CMS in Finance,Staff non-adherence,Immediate mitigation,Technical fix,Risk Manager,7/24/2025,Closed,7/31/2025,POL-948,Yes,7/29/2025,0,Yes,Pending,No,,1/20/2026,2025-08-18T21:30:25.429356
Incidents_2025_H1,RCIT-2025-0275,4/19/2025,Doctor,Finance,CMS,Safety lapse,High,Incident related to Title VI in Finance,Staff non-adherence,Policy updated,Policy updated,Compliance Officer,6/10/2025,Open,,POL-160,No,6/15/2025,0,Yes,Not Needed,No,,12/7/2025,2025-08-18T21:30:25.429378
Incidents_2025_H1,RCIT-2025-0276,1/16/2025,Nurse,Administration,CMS,EMTALA violation,High,Incident related to Joint Commission in ED,Documentation error,Policy updated,Policy updated,Risk Manager,3/6/2025,Closed,3/17/2025,POL-118,Yes,3/11/2025,0,No,Not Needed,Yes,,9/2/2025,2025-08-18T21:30:25.429404
Incidents_2025_H1,RCIT-2025-0277,1/28/2025,Nurse,Finance,HIPAA,Data breach,Moderate,Incident related to OSHA in Administration,Staff non-adherence,Technical fix,Staff retraining,Risk Manager,2/8/2025,Closed,3/9/2025,POL-396,No,,0,Yes,Pending,No,Reviewed in committee meeting.,8/7/2025,2025-08-18T21:30:25.429426
Incidents_2025_H1,RCIT-2025-0278,5/4/2025,Compliance Officer,Radiology,CMS,Privacy issue,High,Incident related to CMS in ICU,Staff non-adherence,Staff retraining,Immediate mitigation,Legal Counsel,7/4/2025,Closed,7/7/2025,POL-879,No,,20046.95,No,Not Needed,Yes,Reviewed in committee meeting.,12/31/2025,2025-08-18T21:30:25.429448
Incidents_2025_H1,RCIT-2025-0279,4/12/2025,Nurse,Finance,OSHA,Billing error,Low,Incident related to Joint Commission in ICU,Staff non-adherence,Policy updated,Technical fix,Legal Counsel,7/5/2025,Closed,7/27/2025,POL-692,No,,1734.71,No,Not Needed,Yes,,1/1/2026,2025-08-18T21:30:25.429470
Incidents_2025_H1,RCIT-2025-0280,6/30/2025,Compliance Officer,ICU,Title VI,Safety lapse,Low,Incident related to Joint Commission in Med-Surg,Training gap,Technical fix,Policy updated,Risk Manager,7/14/2025,Open,,POL-441,No,,17265.62,No,Completed,Yes,Reviewed in committee meeting.,1/10/2026,2025-08-18T21:30:25.429514
Incidents_2025_H1,RCIT-2025-0281,4/22/2025,Nurse,Finance,CMS,Safety lapse,Critical,Incident related to Title VI in Med-Surg,Documentation error,Immediate mitigation,Immediate mitigation,Risk Manager,6/18/2025,In-Progress,,POL-772,Yes,,71923.53,No,Pending,Yes,,12/15/2025,2025-08-18T21:30:25.429537
Incidents_2025_H1,RCIT-2025-0282,5/17/2025,Nurse,Med-Surg,EMTALA,Billing error,Low,Incident related to EMTALA in Radiology,Training gap,Staff retraining,Technical fix,Legal Counsel,6/28/2025,Closed,7/24/2025,POL-366,Yes,,0,No,Not Needed,Yes,Reviewed in committee meeting.,12/25/2025,2025-08-18T21:30:25.429558
Incidents_2025_H1,RCIT-2025-0283,5/19/2025,Admin Staff,Med-Surg,EMTALA,Data breach,Moderate,Incident related to Joint Commission in Med-Surg,Documentation error,Policy updated,Policy updated,Risk Manager,5/31/2025,In-Progress,,POL-928,Yes,,73356.88,Yes,Pending,Yes,Reviewed in committee meeting.,11/27/2025,2025-08-18T21:30:25.429579
Incidents_2025_H1,RCIT-2025-0284,5/4/2025,Compliance Officer,Med-Surg,HIPAA,Safety lapse,Critical,Incident related to OSHA in ICU,Training gap,Technical fix,Policy updated,Legal Counsel,6/1/2025,Closed,6/8/2025,POL-571,Yes,,78800.7,Yes,Completed,Yes,Reviewed in committee meeting.,11/28/2025,2025-08-18T21:30:25.429602
Incidents_2025_H1,RCIT-2025-0285,2/2/2025,Compliance Officer,ICU,CMS,Data breach,Critical,Incident related to Title VI in ICU,Training gap,Immediate mitigation,Immediate mitigation,Legal Counsel,4/2/2025,Open,,POL-841,No,4/7/2025,0,No,Not Needed,Yes,Reviewed in committee meeting.,9/29/2025,2025-08-18T21:30:25.429628
Incidents_2025_H1,RCIT-2025-0286,3/22/2025,Nurse,Radiology,CMS,Safety lapse,Critical,Incident related to CMS in Med-Surg,Staff non-adherence,Staff retraining,Technical fix,Compliance Officer,5/23/2025,Closed,6/18/2025,POL-776,No,,57804.99,Yes,Not Needed,No,Reviewed in committee meeting.,11/19/2025,2025-08-18T21:30:25.429651
Incidents_2025_H1,RCIT-2025-0287,5/28/2025,Admin Staff,ED,OSHA,Billing error,Low,Incident related to EMTALA in Radiology,Training gap,Immediate mitigation,Technical fix,Legal Counsel,7/15/2025,Closed,7/23/2025,POL-336,No,,37700.5,Yes,Completed,No,Reviewed in committee meeting.,1/11/2026,2025-08-18T21:30:25.429677
Incidents_2025_H1,RCIT-2025-0288,3/10/2025,Doctor,ED,OSHA,EMTALA violation,Critical,Incident related to HIPAA in ED,Staff non-adherence,Staff retraining,Immediate mitigation,Risk Manager,5/10/2025,Closed,6/7/2025,POL-565,No,,48303.24,No,Not Needed,Yes,Reviewed in committee meeting.,11/6/2025,2025-08-18T21:30:25.429698
Incidents_2025_H1,RCIT-2025-0289,1/10/2025,Nurse,Med-Surg,Title VI,EMTALA violation,High,Incident related to CMS in Radiology,Documentation error,Staff retraining,Immediate mitigation,Legal Counsel,2/12/2025,Open,,POL-116,No,,29458.19,Yes,Not Needed,Yes,Reviewed in committee meeting.,8/11/2025,2025-08-18T21:30:25.429722
Incidents_2025_H1,RCIT-2025-0290,6/5/2025,Admin Staff,ED,Joint Commission,EMTALA violation,Low,Incident related to EMTALA in Administration,Staff non-adherence,Staff retraining,Immediate mitigation,Compliance Officer,7/24/2025,Open,,POL-848,No,,0,No,Not Needed,Yes,Reviewed in committee meeting.,1/20/2026,2025-08-18T21:30:25.429745
Incidents_2025_H1,RCIT-2025-0291,5/2/2025,Admin Staff,ICU,EMTALA,EMTALA violation,Low,Incident related to OSHA in Finance,System failure,Staff retraining,Staff retraining,Dept Head,6/9/2025,Closed,7/5/2025,POL-891,No,,52319.03,Yes,Pending,Yes,Reviewed in committee meeting.,12/6/2025,2025-08-18T21:30:25.429767
Incidents_2025_H1,RCIT-2025-0292,3/14/2025,Nurse,Radiology,EMTALA,Safety lapse,Low,Incident related to OSHA in ICU,Documentation error,Policy updated,Policy updated,Risk Manager,5/8/2025,Closed,6/3/2025,POL-908,Yes,,0,No,Pending,Yes,Reviewed in committee meeting.,11/4/2025,2025-08-18T21:30:25.429791
Incidents_2025_H1,RCIT-2025-0293,4/2/2025,Doctor,ED,OSHA,Privacy issue,Critical,Incident related to CMS in Administration,System failure,Policy updated,Policy updated,Compliance Officer,5/16/2025,Closed,6/2/2025,POL-631,No,,75749.16,Yes,Completed,No,,11/12/2025,2025-08-18T21:30:25.429813
Incidents_2025_H1,RCIT-2025-0294,5/4/2025,Doctor,ICU,CMS,Data breach,Critical,Incident related to HIPAA in Finance,Documentation error,Technical fix,Immediate mitigation,Compliance Officer,5/23/2025,Escalated,6/2/2025,POL-838,No,5/28/2025,0,Yes,Not Needed,Yes,Reviewed in committee meeting.,11/19/2025,2025-08-18T21:30:25.429837
Incidents_2025_H1,RCIT-2025-0295,6/1/2025,Nurse,Administration,HIPAA,EMTALA violation,Low,Incident related to CMS in ED,Staff non-adherence,Technical fix,Technical fix,Compliance Officer,7/27/2025,Closed,8/21/2025,POL-146,No,8/1/2025,0,Yes,Completed,No,,1/23/2026,2025-08-18T21:30:25.429880
Incidents_2025_H1,RCIT-2025-0296,6/15/2025,Doctor,Administration,HIPAA,Privacy issue,Moderate,Incident related to OSHA in Med-Surg,Staff non-adherence,Staff retraining,Policy updated,Compliance Officer,7/5/2025,Closed,7/22/2025,POL-971,Yes,7/10/2025,0,Yes,Not Needed,No,,1/1/2026,2025-08-18T21:30:25.429911
Incidents_2025_H1,RCIT-2025-0297,2/9/2025,Compliance Officer,Finance,CMS,Billing error,Low,Incident related to CMS in ICU,Training gap,Policy updated,Immediate mitigation,Compliance Officer,4/3/2025,Closed,4/14/2025,POL-580,No,,0,Yes,Completed,No,,9/30/2025,2025-08-18T21:30:25.429935
Incidents_2025_H1,RCIT-2025-0298,2/22/2025,Admin Staff,Finance,CMS,Safety lapse,Moderate,Incident related to Joint Commission in Administration,System failure,Staff retraining,Immediate mitigation,Legal Counsel,4/16/2025,Closed,4/25/2025,POL-159,Yes,4/21/2025,0,No,Not Needed,Yes,Reviewed in committee meeting.,10/13/2025,2025-08-18T21:30:25.429959
Incidents_2025_H1,RCIT-2025-0299,6/2/2025,Doctor,ICU,HIPAA,EMTALA violation,Low,Incident related to Title VI in Finance,Training gap,Immediate mitigation,Immediate mitigation,Dept Head,6/22/2025,Escalated,7/17/2025,POL-937,Yes,,0,Yes,Completed,No,,12/19/2025,2025-08-18T21:30:25.429981
Incidents_2025_H1,RCIT-2025-0300,1/22/2025,Doctor,ICU,Joint Commission,EMTALA violation,Moderate,Incident related to OSHA in Administration,Documentation error,Immediate mitigation,Immediate mitigation,Legal Counsel,2/27/2025,Open,,POL-819,No,3/4/2025,0,No,Pending,No,Reviewed in committee meeting.,8/26/2025,2025-08-18T21:30:25.430002
Incidents_2025_H1,RCIT-2025-0301,5/15/2025,Admin Staff,ICU,Title VI,Data breach,Low,Incident related to OSHA in ED,Documentation error,Staff retraining,Staff retraining,Legal Counsel,7/2/2025,Closed,7/20/2025,POL-722,No,,88317.72,No,Completed,No,,12/29/2025,2025-08-18T21:30:25.430028
Incidents_2025_H1,RCIT-2025-0302,4/14/2025,Compliance Officer,Med-Surg,CMS,Billing error,Moderate,Incident related to HIPAA in Finance,Documentation error,Policy updated,Immediate mitigation,Dept Head,5/26/2025,Open,,POL-750,Yes,,61430.39,Yes,Pending,No,Reviewed in committee meeting.,11/22/2025,2025-08-18T21:30:25.430049
